id,name,rating,reviews,host_id,hourse_rules,Price_in_Rupees,Newlisting,Hostname,Property type,State,Country,No_of_Guests,No_of_bedrooms,Has_Wife,Has_Kitchen,Has_Parking
51814838.0,Outbak Shepherds Hut  Hot Tub Hailes Cotswolds,4.96,23.0,87455126,Checkin After 400 pmCheck out 1000 amSelf checkin with lockboxNo smokingNo petsNo parties or eventsShow moreShow more,11890.0,0,BoltholeRetreats,Shepherds hut ,England,United Kingdom,2,1,1,1,1
38796996.0,Pennine Rustic Shepherd Hut totally isolated,4.94,256.0,43886532,Checkin 200 pm  700 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,4968.0,0,Louise,Shepherds hut ,England,United Kingdom,2,1,0,1,1
13344864.0,Ivy shepherds hut with hot tub,4.95,351.0,62567491,Checkin After 300 pmCheck out 1000 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,7734.0,0,Anna,Shepherds hut ,Hampshire,United Kingdom,2,1,0,1,1
51420475.0,The Delightful Tadpole Shepherds Hut Somerset,5.0,55.0,69615326,Checkin After 400 pmCheck out 1000 amSelf checkin with lockboxNot suitable for children and infantsNo smokingNo petsNo parties or events,12849.0,0,Hilarie,Shepherds hut ,England,United Kingdom,2,1,1,1,1
48399704.0,TINY HOME Railway Carriage with Stunning Views,4.95,76.0,15643095,Checkin 400 pm  1100 pmCheck out 1100 amSelf checkin with lockboxNot suitable for children and infantsNo smokingNo parties or eventsPets are allowedShow moreShow more,8619.0,0,Deborah,Tiny home ,England,United Kingdom,2,1,1,1,1
49602222.0,Tudor Oak Shepherds Hut Hot Tub Cotswolds,4.97,33.0,87455126,Checkin After 400 pmCheck out 1000 amNot suitable for infants under 2 yearsNo smokingNo petsNo parties or eventsShow moreShow more,16965.0,0,BoltholeRetreats,Shepherds hut ,England,United Kingdom,2,1,0,1,1
6.20179e+17,Cosy Shepherds Hut with Countryside Views,5.0,7.0,155751819,Checkin 300 pm  900 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,16420.0,0,Karen,Shepherds hut ,England,United Kingdom,2,1,0,1,1
45793819.0,Orchard Huts  Shepherds Delight,4.96,125.0,90196977,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNo smokingNo petsNo parties or eventsShow moreShow more,16222.0,0,Emily,Shepherds hut ,England,United Kingdom,2,1,0,1,1
48930793.0,The Herdwick Shepherds Hut at The Ashes,4.99,72.0,394666669,Checkin After 300 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,8031.0,0,Valerie,Shepherds hut ,England,United Kingdom,2,1,1,1,1
44078463.0,Stargazer off grid shepherds hut in cider orchard,4.99,139.0,99542557,Checkin 400 pm  1000 pmCheck out 1000 amNo smokingNo parties or eventsPets are allowedShow moreShow more,15123.0,0,Dan,Shepherds hut ,England,United Kingdom,2,1,0,1,1
49256440.0,Woodcutters Lodge,4.78,69.0,207699771,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNo smokingNo petsNo parties or events,12849.0,0,Ian,Shepherds hut ,England,United Kingdom,4,1,0,1,1
6.11932e+17,The STAG A Bespoke Lake District Cabin  HotTub,5.0,5.0,258190968,Checkin 400 pm  1100 pmCheck out 1100 amSelf checkin with smart lockNot suitable for children and infantsNo petsNo parties or eventsSmoking is allowed,27198.0,0,In TheVale,Shepherds hut ,England,United Kingdom,2,1,0,1,1
26944270.0,Shepherds Pye  Luxury Retreat In The New Forest,4.98,249.0,202730763,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNo smokingNo parties or eventsPets are allowedShow moreShow more,12314.0,0,Claire,Shepherds hut ,England,United Kingdom,2,1,0,1,1
44488742.0,Thorneymire Woodland Retreat Shepherds Hut,5.0,90.0,160434491,Checkin After 400 pmCheck out 1000 amNot suitable for children and infantsNo smokingNo petsNo parties or events,10509.0,0,Si Caroline Archie,Shepherds hut ,England,United Kingdom,2,1,0,1,1
6.3456e+17,Cute shepherds hut in the Lake District,5.0,5.0,73353203,Checkin 300 pm  1100 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,10172.0,0,Stephanie,Shepherds hut ,England,United Kingdom,2,1,1,1,1
51406750.0,Curlew Luxury Shepherds Hut Scots Borders,4.96,69.0,54878348,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNot suitable for children 212 yearsNo smokingNo parties or eventsPets are allowedShow moreShow more,8867.0,0,Katie,Shepherds hut ,Scotland,United Kingdom,2,1,0,1,1
43970193.0,Secluded Stargazing Romantic Shepherds huthot tub,4.96,116.0,69356583,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNot suitable for infants under 2 yearsNo smokingNo petsNo parties or eventsShow moreShow more,11087.0,0,Rebecca,Shepherds hut ,England,United Kingdom,2,1,0,1,1
51066156.0,The Sidings Superb ruralcoastal getaway,4.98,64.0,399826233,Checkin 400 pm  700 pmCheck out 1000 amSelf checkin with lockboxNot suitable for infants under 2 yearsNo smokingNo parties or eventsPets are allowedShow moreShow more,8695.0,0,Colleen,Shepherds hut ,England,United Kingdom,4,1,1,1,1
45721362.0,The Hide with wood fired hot tub for two,4.98,91.0,22185319,Checkin 300 pm  700 pmCheck out 1000 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,15927.0,0,Karen,Shepherds hut ,England,United Kingdom,2,1,0,1,1
50304115.0,Shepherds hut hot tub mountain views hot tub,4.72,50.0,15163866,Checkin 300 pm  800 pmCheck out 1000 amSelf checkin with smart lockNot suitable for children 212 yearsNo smokingNo parties or eventsPets are allowedShow moreShow more,11569.0,0,Ruth,Private room in shepherds hut ,England,United Kingdom,2,1,0,1,1
6.3237e+17,Rosies Retreat beneath Blencathra,5.0,24.0,132663606,Checkin 400 pm  1200 amCheck out 1000 amNot suitable for children and infantsNo smokingNo petsNo parties or events,10065.0,0,Sarah,Shepherds hut ,England,United Kingdom,2,1,0,1,1
43397041.0,Yellowhammers Nest,4.97,108.0,55561450,Checkin 300 pm  800 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,6357.0,0,Aidan,Shepherds hut ,England,United Kingdom,2,1,0,1,1
51146595.0,Luxury Shepherds Hut The Sweet Pea by the Lake,5.0,55.0,413916425,Checkin After 300 pmNot suitable for children and infantsNo smokingNo petsNo parties or events,11166.0,0,Sam,Shepherds hut ,England,United Kingdom,2,1,1,1,1
49411493.0,Gypsy rest,4.54,193.0,130328215,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNot suitable for infants under 2 yearsNo smokingNo petsNo parties or events,7495.0,0,Shona,Shepherds hut ,Scotland,United Kingdom,3,1,1,1,1
28079625.0,Padarns Hut,4.92,291.0,150001098,Checkin After 300 pmCheck out 1000 amSelf checkin with lockboxNo smokingNo petsNo parties or events,10708.0,0,Jemma,Hut ,Wales,United Kingdom,2,1,0,1,1
5.81553e+17,Stunning Cotswold Shepherd Hut Views TV WiFi,4.96,24.0,13092400,Checkin 300 pm  1000 pmCheck out 1000 amSelf checkin with lockboxNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,9851.0,0,Kate,Shepherds hut ,England,United Kingdom,2,1,1,1,1
50546931.0,The hut,4.89,62.0,145767350,Checkin After 300 pmCheck out 1100 amSelf checkin with lockboxNo smokingShow moreShow more,9048.0,0,Alex,Shepherds hut ,England,United Kingdom,2,1,1,1,1
50495256.0,Unique 1bedroom shepherds hut with wood burner,4.95,38.0,139226121,Checkin After 300 pmCheck out 1100 amNo smokingNo parties or eventsPets are allowed,7549.0,0,Caryl,Shepherds hut ,Somerset,United Kingdom,2,1,0,1,1
6.18557e+17,Beautiful shepherds hut on Purbeck dairy farm,5.0,14.0,74475492,Checkin After 400 pmCheck out 1000 amSelf checkin with lockboxNot suitable for children and infantsNo smokingNo petsNo parties or events,9958.0,0,Jo,Shepherds hut ,England,United Kingdom,2,1,0,1,1
50342969.0,Moles Den,5.0,64.0,125860116,Checkin After 400 pmCheck out 1000 amNot suitable for children and infantsNo smokingNo parties or eventsPets are allowed,8738.0,0,Caroline,Shepherds hut ,England,United Kingdom,2,1,1,1,1
44097540.0,Jessies Hut,4.95,117.0,106986143,Checkin After 300 pmCheck out 1100 amPets are allowed,5541.0,0,Andrew,Shepherds hut ,England,United Kingdom,3,1,1,1,1
51036050.0,Shepherds hut in private woods,4.98,80.0,208537884,Checkin 200 pm  900 pmCheck out 1000 amNot suitable for children and infantsNo smokingNo parties or eventsPets are allowedShow moreShow more,10852.0,0,Carole,Shepherds hut ,England,United Kingdom,2,1,0,1,1
39186090.0,Luxury Urban Shepherds Hut multinight discounts,4.92,93.0,3811403,Checkin FlexibleCheck out 1100 amSelf checkin with lockboxNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,9658.0,0,Adam Rebecca,Tiny home ,England,United Kingdom,2,1,1,1,1
27158391.0,Shepherds hut on a farm with a hot tub  Alpacas,4.95,184.0,60807974,Checkin 300 pm  1000 pmCheck out 1100 amSelf checkin with lockboxNo smokingNo parties or eventsPets are allowedShow moreShow more,13920.0,0,Lynden,Shepherds hut ,England,United Kingdom,2,1,1,1,1
1016153.0,BALIAN TREEHOUSE w beautiful pool,4.83,253.0,3937638,Checkin After 100 pmCheck out 1100 amSelf checkin with building staffNo parties or eventsPets are allowedSmoking is allowedShow moreShow more,7723.0,0,Made,Hut ,Bali,Indonesia,2,1,1,1,1
47721565.0,Bali Bamboo House  Rescape Ubud  Relief Villa,4.79,100.0,377050436,Checkin After 300 pmNo smokingNo petsNo parties or events,7357.0,0,Rescape,Hut ,Bali,Indonesia,2,1,1,0,1
31067102.0,Peaceful SatyaVilla Hideaway Near Center of Ubud,4.74,176.0,231886628,Checkin After 200 pmCheck out 1200 pmNo smokingNo petsNo parties or events,6372.0,0,Kadek,Entire villa ,Bali,Indonesia,4,2,0,0,0
49519531.0,Dome  Bamboo Villa in Eco Six Bali,4.92,50.0,388661718,Checkin After 300 pmCheck out 1200 pmNot suitable for children and infantsNo smokingNo petsNo parties or events,24524.0,0,Eco SixBali,Entire cabin ,Bali,Indonesia,2,1,1,0,1
7095467.0,NEW Beachfront Villa at Balian Surf Break,4.87,239.0,704640,Checkin After 200 pmCheck out 1100 amSelf checkin with building staffNo petsNo parties or eventsSmoking is allowedShow moreShow more,17978.0,0,Dane,Entire villa ,Kabupaten Tabanan,Indonesia,4,2,1,1,1
17595749.0,Gorgeous Cabin for Surfer near Uluwatu Temple,4.76,254.0,105332731,Checkin After 200 pmCheck out 1200 pmSelf checkin with building staffNo smokingNo petsNo parties or events,4070.0,0,Ryan Jing  Bukit VistaTeam,Entire cabin ,Bali,Indonesia,2,1,1,0,1
44970955.0,Villa Black Pearl  Luxury Beach Front Villa  10 min to Dive Sites,4.91,33.0,8403211,Checkin 300 pm  200 amCheck out 1200 pmNo smokingNo petsNo parties or events,13374.0,0,Sebastian AndLenita,Entire rental unit ,Bali,Indonesia,6,3,1,1,1
24257251.0,Treasure of Bali 3BR villa infinity pool staff,4.7,28.0,31699576,Checkin After 400 pmCheck out 1200 pmSelf checkin with building staffNo petsNo parties or eventsSmoking is allowedShow moreShow more,8523.0,0,Bali VacationHomes,Entire villa ,Bali,Indonesia,6,3,1,1,1
20473398.0,Villa Sawarin,,1.0,475897312,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,315390.5,1,,,Phuket,Thailand,16,9,0,0,0
49620564.0,White Vale Pool Villa on Bang Por Beach Koh Samui,,,400247010,Checkin 300 pm  1000 pmSelf checkin with building staffNot suitable for infants under 2 yearsNo smokingNo petsNo parties or events,32521.0,1,,Private room in resort ,Chang Wat Surat Thani,Thailand,3,1,1,0,1
20470768.0,Samujana TwentyFour,,1.0,475897313,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,273934.5,1,,,Suratthani,Thailand,16,8,0,0,0
17700584.0,Villa Janganulam Private with Staff,4.67,27.0,58291763,Check out 1200 pmSelf checkin with building staffNo smokingNo pets,16495.0,0,Margaux,Entire home ,Bali,Indonesia,10,5,1,1,1
27869783.0,Bali Natha Bungalows Canggu Garden View,5.0,5.0,209731820,Checkin After 200 pmCheck out 1200 pmSelf checkin with building staffNo petsNo parties or eventsSmoking is allowed,6070.0,0,Natha,Entire cottage ,Bali,Indonesia,2,1,1,1,1
40767000.0,Sharma Springs,,1.0,475897314,Checkin After 200 pmCheck out 1100 amNo smokingNo petsNo parties or eventsShow allShow all,87746.0,1,,,Bali,Indonesia,10,5,0,0,0
6481194.0,Exclusive Beach Villa  Balian Beach,4.81,96.0,22590947,Check out 1200 pmSelf checkin with building staffNo smokingNo parties or eventsPets are allowedShow moreShow more,18206.0,0,Adam,Entire villa ,Bali,Indonesia,7,3,1,1,1
32810673.0,Villa Moon Shadow,,,475897315,Checkin After 300 pmCheck out 1100 amNo smokingNo petsNo parties or eventsShow allShow all,111784.0,1,,,Suratthani,Thailand,8,4,0,0,0
29224808.0,Mandala The Rocks,4.8,10.0,104297503,Checkin After 300 pmCheck out 1200 pmSelf checkin with building staffNot suitable for infants under 2 yearsNo petsNo parties or eventsSmoking is allowedShow moreShow more,47862.0,0,Mandala,Entire villa ,Bali,Indonesia,12,6,1,1,1
24231713.0,Villa Soham,,1.0,475897316,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,157944.0,1,,,Bali,Indonesia,10,5,0,0,0
20471414.0,Kalya Residence,,1.0,475897317,Checkin After 200 pmCheck out 1100 amNo smokingPets are allowedShow allShow all,59884.5,1,,,Surat Thani,Thailand,8,4,0,0,0
23906249.0,Lovina Beach holiday villa 12P  FREE BOAT TOUR,,1.0,31699576,Checkin After 400 pmCheck out 1200 pmSelf checkin with building staffNo petsSmoking is allowed,13576.0,1,Bali VacationHomes,Entire villa ,Bali,Indonesia,12,6,1,1,1
20473386.0,Villa Kalyani,5.0,4.0,475897318,Checkin After 300 pmCheck out 1100 amNo smokingNo petsShow allShow all,90139.0,0,,,Bali,Indonesia,10,5,0,0,0
9991948.0,Villa Elanora in Berawa a Stones Throw From the Sea,4.81,57.0,46212221,Checkin After 200 pmCheck out 1100 amNo smokingNo petsNo parties or events,25669.0,0,Karyn,Entire villa ,Bali,Indonesia,7,3,0,0,0
20472499.0,Villa LeGa,5.0,4.0,475897319,Checkin After 300 pmCheck out 1100 amNo smokingNo petsShow allShow all,86151.0,0,,,Bali,Indonesia,10,5,0,0,0
20471869.0,Suralai,4.91,11.0,475897320,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,79769.0,0,,,Koh Samui,Thailand,12,6,0,0,0
40766737.0,Villa Palapa,,,475897321,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,88365.0,1,,,Koh Samui,Thailand,16,7,0,0,0
32986782.0,Villa Asi,,1.0,475897322,Checkin After 300 pmCheck out 1000 amNo smokingNo petsNo parties or eventsShow allShow all,111384.5,1,,,Chang Wat Surat Thani,Thailand,12,6,0,0,0
41337117.0,The Surga Villa Estate,,,475897323,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,305927.0,1,,,Bali,Indonesia,16,13,0,0,0
20472997.0,Villa White Phoenix,4.67,6.0,475897324,Checkin After 300 pmCheck out 1100 amNo smokingPets are allowedShow allShow all,103621.0,0,,,Koh Samui,Thailand,8,4,0,0,0
6.04162e+17,Ishq Talpe,,,475897325,Checkin 200 pm  1200 amCheck out 1100 amNo petsSmoking is allowed,111677.0,1,,,Southern Province,Sri Lanka,14,5,0,0,0
25871617.0,Villa Thansamaay,,1.0,475897326,Checkin After 300 pmCheck out 1000 amNo smokingNo petsShow allShow all,73298.0,1,,,Koh Samui,Thailand,12,6,0,0,0
20901998.0,Villa 3 at Sangsuri Estate,,2.0,475897327,Checkin After 300 pmCheck out 1100 amNo smokingNo petsShow allShow all,105096.0,1,,,Koh Samui,Thailand,12,6,0,0,0
20471063.0,Kirana Villa,,2.0,475897328,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,115784.0,1,,,Surat Thani,Thailand,10,5,0,0,0
20474634.0,Ani Thailand  Private Resort,,,475897329,Checkin After 400 pmCheck out 1100 amNo smokingPets are allowedShow allShow all,1357377.5,1,,,Phang Nga,Thailand,16,10,0,0,0
24231123.0,180 Samui,,1.0,475897330,Checkin After 300 pmCheck out 1100 amNo smokingPets are allowedShow allShow all,167516.0,1,,,Chang Wat Surat Thani,Thailand,10,5,0,0,0
20470267.0,Tassana Pra,,,475897331,Checkin After 200 pmCheck out 1000 amNo smokingNo petsShow allShow all,47383.0,1,,,Koh Samui,Thailand,8,4,0,0,0
20471435.0,Koh Koon,5.0,4.0,475897332,Checkin After 300 pmCheck out 1000 amNo smokingNo petsShow allShow all,111422.0,0,,,Suratthani,Thailand,14,7,0,0,0
20470780.0,Samujana Seventeen,,,475897333,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,90459.0,1,,,Suratthani,Thailand,8,4,0,0,0
20473377.0,Pandawa Cliff Estate,,,475897334,Checkin After 300 pmCheck out 1100 amNo smokingPets are allowedShow allShow all,336276.0,1,,,Bali,Indonesia,16,21,0,0,0
24447328.0,Villa Ambra,,1.0,475897335,Checkin After 200 pmCheck out 1200 pmNo smokingNo petsShow allShow all,94587.0,1,,,Bali,Indonesia,10,5,0,0,0
20470772.0,Samujana TwentySix,,,475897336,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,147315.5,1,,,Suratthani,Thailand,10,5,0,0,0
25871023.0,Villa Suma,,1.0,475897337,Checkin After 400 pmCheck out 1000 pmNo smokingNo petsShow allShow all,123643.0,1,,,Koh Samui,Thailand,12,6,0,0,0
20470786.0,Samujana Eight,,,475897338,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,90459.0,1,,,Suratthani,Thailand,8,4,0,0,0
24230994.0,Villa Pushpapuri,,1.0,475897339,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,62699.0,1,,,Bali,Indonesia,8,4,0,0,0
24231612.0,Villa Anar,,1.0,475897340,Checkin After 300 pmCheck out 1000 amNo smokingNo petsShow allShow all,70583.5,1,,,Surat Thani,Thailand,10,5,0,0,0
20470265.0,Baan Sukham,,,475897341,Checkin After 1200 pmCheck out 1200 pmNo smokingNo petsShow allShow all,95723.0,1,,,Koh Samui,Thailand,12,6,0,0,0
20473522.0,Baan Wanora,5.0,4.0,475897342,Checkin After 200 pmCheck out 1200 pmNo smokingNo petsShow allShow all,165999.5,0,,,Suratthani,Thailand,13,6,0,0,0
20470159.0,Baan Chao Lay,,1.0,475897343,Checkin After 300 pmCheck out 1100 amNo smokingNo petsShow allShow all,77849.5,1,,,Koh Samui,Thailand,10,5,0,0,0
24036872.0,Markisa,,,475897344,Checkin After 300 pmCheck out 1100 amNo smokingPets are allowedShow allShow all,79769.0,1,,,Bali,Indonesia,10,5,0,0,0
20472263.0,Tawantok Beach Estate,4.83,6.0,475897345,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,126915.0,0,,,Koh Samui,Thailand,16,10,0,0,0
20471860.0,Villa Waterlily  Miskawaan,5.0,4.0,475897346,Checkin After 300 pmCheck out 1200 pmNo smokingPets are allowedShow allShow all,95814.5,0,,,Surat Thani,Thailand,10,5,0,0,0
20470769.0,Samujana TwentyEight,,,475897347,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,173738.0,1,,,Suratthani,Thailand,12,6,0,0,0
20471895.0,Baan Puri,,1.0,475897348,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,135737.5,1,,,Koh Samui,Thailand,12,6,0,0,0
20470781.0,Samujana Eleven B,,,475897349,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,75239.0,1,,,Suratthani,Thailand,6,3,0,0,0
20471843.0,Baan Kilee,4.75,4.0,475897350,Checkin After 300 pmCheck out 1000 amNo smokingNo petsShow allShow all,88229.5,0,,,Koh Samui,Thailand,12,6,0,0,0
20470773.0,Samujana TwentyTwo,,,475897351,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,183574.5,1,,,Suratthani,Thailand,12,6,0,0,0
20470779.0,Samujana Three,,,475897352,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,90459.0,1,,,Suratthani,Thailand,8,4,0,0,0
26152202.0,Villa Waimarie,4.9,10.0,475897353,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,87746.0,0,,,Koh Samui,Thailand,10,6,0,0,0
20470787.0,Samujana Fifteen,,1.0,475897354,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,90459.0,1,,,Suratthani,Thailand,8,4,0,0,0
20470791.0,Samujana Eleven A,,,475897355,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,75239.0,1,,,Suratthani,Thailand,6,3,0,0,0
20473305.0,Villa Hin,4.6,5.0,475897356,Checkin After 200 pmCheck out 1200 pmNo smokingNo petsShow allShow all,87746.0,0,,,Chang Wat Surat Thani,Thailand,10,5,0,0,0
51872842.0,Miskawaan Villa Waterlily,,,33324761,Checkin 300 pm  1100 pmCheck out 1200 pmNo smokingNo petsNo parties or eventsShow moreShow more,121090.0,1,Miskawaan,Entire villa ,Chang Wat Surat Thani,Thailand,10,5,1,1,0
20471853.0,Villa Hibiscus  Miskawaan,5.0,3.0,475897357,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,79769.0,0,,,Surat thani,Thailand,8,4,0,0,0
20475400.0,Ban Sairee,5.0,3.0,475897358,Checkin After 300 pmCheck out 1100 amNo smokingNo petsShow allShow all,101204.5,0,,,Koh Samui,Thailand,14,7,0,0,0
20470206.0,Villa Julia,,,475897359,Checkin After 300 pmCheck out 1000 amNo smokingNo petsShow allShow all,111677.0,1,,,Koh Samui,Thailand,10,5,0,0,0
20470785.0,Samujana Seven,,,475897360,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,90459.0,1,,,Suratthani,Thailand,8,4,0,0,0
20472265.0,Baan Tawantok Villa 2,,2.0,475897361,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,87746.0,1,,,Koh Samui,Thailand,12,5,0,0,0
42832675.0,Maremaan Pool Villa,,,475897362,Checkin After 300 pmCheck out 1100 amSelf checkin with building staffNo smokingPets are allowedShow allShow all,131443.0,1,,,Surat Thani,Thailand,16,8,0,0,0
20471854.0,Villa Frangipani  Miskawaan,4.67,3.0,475897363,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsShow allShow all,73388.0,0,,,Surat Thani,Thailand,10,5,0,0,0
6.53183e+17,1 Bedroom River View Villa wBreakfast Ubud,,,377889916,Checkin After 300 pmCheck out 1200 pmNo smokingNo petsNo parties or events,26345.0,1,Stay,Entire villa ,Bali,Indonesia,2,1,1,0,1
24043648.0,HIDEOUT BEEHIVE  Eco Bamboo Home,4.89,263.0,30669109,Checkin 300 pm  700 pmCheck out 1100 amNot suitable for children and infantsNo smokingNo parties or eventsPets are allowedShow moreShow more,18804.0,0,Hideout,Treehouse ,Bali,Indonesia,4,2,1,1,1
28698536.0,Beautiful villa on the edge of BLUE LAGOON,4.84,642.0,210639008,Checkin After 200 pmCheck out 1200 pmNo petsSmoking is allowed,12894.0,0,MrBagus,Entire cottage ,Bali,Indonesia,2,1,1,0,1
43736248.0,The Young Villas Canggu Fast Wifi  Private Pool,4.87,31.0,417721110,Checkin After 300 pmCheck out 1100 amSelf checkin with building staffNo petsNo parties or eventsSmoking is allowedShow moreShow more,30786.0,0,Marina,Entire villa ,Bali,Indonesia,6,3,1,1,1
13286712.0,2BR Designers Loft  Rice Field View  Free Taxi,4.91,212.0,8207930,Checkin After 300 pmCheck out 1200 pmSelf checkin with building staffNo smokingNo petsNo parties or eventsShow moreShow more,26818.0,0,Risyiana,Entire villa ,Bali,Indonesia,5,2,1,1,1
44411077.0,Exotic Hideaway with Ricefield View in Ubud Center,4.93,110.0,14068252,Checkin 200 pm  1200 amCheck out 1200 pmSelf checkin with building staffNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,11396.0,0,Leon,Private room in rental unit ,Bali,Indonesia,2,1,1,0,0
50335451.0,Modern Stylish 4 Bedroom Villa with Pool,4.86,72.0,374949559,Checkin 200 pm  600 pmCheck out 1100 amNo smokingNo petsNo parties or eventsShow moreShow more,34546.0,0,Alfred,Entire villa ,Bali,Indonesia,10,4,1,1,1
46714591.0,Luxury 6BR Hidden Gem with Lush Jungle View,4.84,71.0,374949559,Checkin 300 pm  600 pmCheck out 1100 amNo smokingNo petsNo parties or eventsShow moreShow more,45828.0,0,Alfred,Entire villa ,Bali,Indonesia,14,6,1,1,1
18009067.0,90OffSeminyakCarParkNetflixYouTube Available  NO Airbnb Service Charge ,4.82,178.0,55366185,Checkin After 200 pmCheck out 1200 pmSelf checkin with building staffNo parties or eventsPets are allowedSmoking is allowedShow allShow all,12013.0,0,Jay,Entire villa ,Bali,Indonesia,6,3,0,0,0
13961761.0,Lush Deluxe Jungle Loft Villa with Rice Field Views,4.91,90.0,8207930,Checkin After 300 pmCheck out 1200 pmSelf checkin with building staffNo smokingNo petsNo parties or eventsShow allShow all,31531.0,0,Risyiana,Entire villa ,Bali,Indonesia,7,3,0,0,0
8619120.0,Walk to the Beach from a Secluded Oasis,4.84,194.0,26660260,Checkin After 200 pmCheck out 1100 amSelf checkin with building staffNo smokingNo petsNo parties or eventsShow allShow all,7738.0,0,Shinta,Entire cottage ,Bali,Indonesia,2,1,0,0,0
13962793.0,Cozy Boutique Private Pool Villa at Pondok Prapen,4.9,288.0,83205511,Checkin After 200 pmCheck out 1200 pmSelf checkin with building staffNot suitable for children and infantsNo petsNo parties or eventsSmoking is allowedShow allShow all,13829.0,0,PutuPande,Entire villa ,Bali,Indonesia,3,2,0,0,0
28974626.0,Luxurious Private Pool Villa with Garden North of Ubud,4.96,117.0,197185454,Checkin After 200 pmCheck out 1200 pmSelf checkin with building staffPets are allowed,6194.0,0,Iwayansendi,Entire villa ,Bali,Indonesia,2,1,0,0,0
25447889.0,OceanView Villa with GlassSided Infinity Pool,4.86,79.0,75691507,Checkin 200 pm  100 amCheck out 1100 amNot suitable for infants under 2 yearsNo smokingNo petsNo parties or events,6239.0,0,O,Entire villa ,Bali,Indonesia,4,2,0,0,0
7403324.0,The Ocean View at Balian Beach,4.99,163.0,5672329,Checkin After 200 pmCheck out 1100 amSelf checkin with lockboxNot suitable for children and infantsNo smokingNo parties or eventsPets are allowed,22005.0,0,MimpiVillas,Entire villa ,Bali,Indonesia,4,2,0,0,0
43793564.0,Amazing  stylish 4BR villa w ricefields view,4.85,97.0,374949559,Checkin 200 pm  600 pmCheck out 1100 amNo smokingNo petsNo parties or eventsShow moreShow more,31457.0,0,Alfred,Entire villa ,Bali,Indonesia,10,4,1,1,1
36123656.0,Beachfront Apt in Private Villa w Infinity Pool,4.89,64.0,231923992,Checkin After 200 pmCheck out 1200 pmNo petsSmoking is allowedShow moreShow more,4954.0,0,Apiradee,Entire rental unit ,Phuket,Thailand,2,1,1,1,1
5997039.0,Dutch Architecture Villa with Private Pool,4.9,207.0,2326547,Checkin After 200 pmCheck out 1200 pmSelf checkin with building staffNo parties or events,13655.0,0,Rik Regina,Entire villa ,Bali,Indonesia,4,2,0,0,0
12215238.0,UNIQUE SUMATRAN KARO HOUSE,4.76,266.0,65021809,Checkin After 200 pmCheck out 1200 pmNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow moreShow more,4972.0,0,JungleRoom,Entire cabin ,Bali,Indonesia,2,1,1,0,1
